200,25.49
201,24.12
202,21.490000000000002
203,18.490000000000002
204,16.5
205,22.490000000000002
206,21.490000000000002
207,13.8
208,20.490000000000002
209,16.5
210,17.490000000000002
211,21.490000000000002
212,19.490000000000002
213,20.490000000000002
214,17.490000000000002
215,20.490000000000002
216,19.490000000000002
217,18.08
218,25.49
219,21.490000000000002
220,30.49
221,28.49
222,17.490000000000002
223,25.49
224,32.489999999999995
225,21.5
226,19.380000000000003
227,25.49
228,31.22
229,81.6
230,37.16
231,34.5
232,42.5
233,42.51
234,26.5
235,27.64
236,38.5
237,137.49
238,51.82
239,47.38
240,78.1
241,14.01
242,40.82
243,72.02
244,23.259999999999998
245,57.94
246,41.48
247,54.4
248,15.440000000000001
249,35.480000000000004
250,73.62
251,36.379999999999995
252,42.45
253,23.5
254,41.56
255,57.18
256,57.78
257,23.7
258,24.64
259,56.1
260,22.740000000000002
261,30.0
262,25.7
263,31.46
264,74.16
265,38.260000000000005
266,35.9
267,42.5
268,36.58
269,39.480000000000004
270,42.36
271,23.74
272,33.08
273,41.12
274,49.5
275,33.04
276,22.8
277,37.480000000000004
278,83.6
279,30.7
280,38.260000000000005
281,25.06
282,41.96
283,34.84
284,27.86
285,41.68
286,41.94
287,43.6
288,52.98
289,58.36
290,25.2
291,35.480000000000004
292,68.56
293,32.68
294,24.28
295,80.5
296,39.78
297,39.22
298,46.68
299,37.480000000000004
300,54.34
301,23.259999999999998
302,36.68
303,37.239999999999995
304,42.06
305,32.980000000000004
306,21.08
307,27.5
308,22.5
309,40.06
310,24.48
311,37.5
312,42.5
313,27.44
314,17.5
315,67.5
316,27.5
317,22.5
318,17.68
319,53.06
320,23.5
321,46.0
322,27.5
323,30.88
324,43.9
325,22.5
326,23.5
327,23.14
328,20.18
329,36.7
330,27.5
331,32.5
332,22.5
333,46.96
334,34.9
335,18.58
336,27.14
337,33.480000000000004
338,23.82
339,28.34
340,17.5
341,27.5
342,23.28
343,36.78
344,19.060000000000002
345,85.86
346,27.22
347,18.880000000000003
348,37.58
349,25.64
350,16.9
351,25.84
352,23.2
353,30.02
354,67.5
355,32.5
356,23.64
357,13.84
358,27.14
359,35.480000000000004
360,26.86
361,23.16
362,41.66
363,27.5
364,35.1
365,30.76
366,28.48
367,25.56
368,15.24
369,21.7
370,32.68
371,86.86
372,70.5
373,30.12
374,43.5
375,21.84
376,47.5
377,272.08
378,44.98
379,27.5
380,17.32
381,23.1
382,81.62
383,24.58
384,20.66
385,16.68
386,24.44
387,18.380000000000003
388,20.04
389,44.4
390,18.259999999999998
391,18.36
392,23.86
393,17.259999999999998
394,40.11
395,25.26
396,19.5
397,17.86
398,22.6
399,27.52
400,16.619999999999997
401,35.519999999999996
402,17.490000000000002
403,26.5
404,20.490000000000002
405,37.489999999999995
406,27.49
407,41.49
408,17.490000000000002
409,22.490000000000002
410,22.490000000000002
411,22.490000000000002
412,22.490000000000002
413,22.490000000000002
414,22.490000000000002
415,22.490000000000002
416,22.490000000000002
417,22.490000000000002
418,22.490000000000002
419,22.490000000000002
420,22.490000000000002
421,22.490000000000002
422,22.490000000000002
423,22.490000000000002
424,22.490000000000002
425,22.490000000000002
426,22.490000000000002
427,22.490000000000002
428,22.490000000000002
429,22.490000000000002
430,21.490000000000002
431,16.490000000000002
432,31.49
433,47.49
434,25.49
435,32.489999999999995
436,40.49
437,41.49
438,25.49
439,39.489999999999995
440,31.49
441,21.490000000000002
442,31.49
443,28.49
444,28.49
445,28.49
446,28.49
447,28.49
448,28.49
449,28.49
450,28.49
451,28.49
452,28.49
453,28.49
454,28.49
455,28.49
456,28.49
457,28.49
458,28.49
459,28.49
460,28.49
461,28.49
462,17.240000000000002
463,28.49
464,28.49
465,28.49
466,
467,
468,
469,
470,
471,
472,
473,
474,
475,
476,
477,
478,
479,
480,
481,
482,
483,
484,
485,
486,
487,
488,
489,
490,
491,
492,
493,
494,
495,
496,
497,
498,
499,
500,
501,
502,
